微博id,微博url,评论id,评论者url,评论者名字,评论时间,评论内容 
1ae1f56e43f6b23fa95d26fb95b4a8ea,http://weibo.com/2015316631/DzJ2UD9dv?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3985150737809919,http://weibo.com/3112140163,紫菜涵zicaihan,6月11日 11:57 ,"
            对于这种骤晴骤雨的天气只想说一句，下来的雨再蒸发上去再下下来，真的好玩吗 "
1ae1f56e43f6b23fa95d26fb95b4a8ea,http://weibo.com/2015316631/DzJ2UD9dv?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3985150721723757,http://weibo.com/duo342,双子无法再有这种情怀,6月11日 11:57 ,"
            回复@坐井观天的石头:那就不要发了 "
1ae1f56e43f6b23fa95d26fb95b4a8ea,http://weibo.com/2015316631/DzJ2UD9dv?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3985149794292365,http://weibo.com/2280477392,坐井观天的石头,6月11日 11:53 ,"
            每次朋友圈额发这样的文字他们都说看不懂。他们只要这样的结论：几点，开始下，几点停。。。很无语 "
1ae1f56e43f6b23fa95d26fb95b4a8ea,http://weibo.com/2015316631/DzJ2UD9dv?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3985149005823176,http://weibo.com/5604612204,阿仙奴教授云加,6月11日 11:50 ,"
            广天广天，我是东气，注意你6点钟方向！ "
1ae1f56e43f6b23fa95d26fb95b4a8ea,http://weibo.com/2015316631/DzJ2UD9dv?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3985148569820527,http://weibo.com/5927830126,le_yre,6月11日 11:48 ,"
            就是別再问下不下雨了，好为难小编 "
1ae1f56e43f6b23fa95d26fb95b4a8ea,http://weibo.com/2015316631/DzJ2UD9dv?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3985148498386946,http://weibo.com/1698779265,远方的香妖,6月11日 11:48 ,"
            秒懂 "
1ae1f56e43f6b23fa95d26fb95b4a8ea,http://weibo.com/2015316631/DzJ2UD9dv?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3985147311179348,http://weibo.com/2427907787,林晓亠乂,6月11日 11:43 ,"
            这是要往东的节奏啊 "
1b81c6be46b3b540870cb47934b5f956,http://weibo.com/2015316631/E0Di4jUPp?from=page_1001062015316631_profile&wvr=6&mod=weibotime,4001812518828135,http://weibo.com/2466491380,Lion---Heart,7月27日 11:25 ,"
            回复@黄锡哥:大范围的阴雨天气例如之前华北和现在东北的暴雨 "
1b81c6be46b3b540870cb47934b5f956,http://weibo.com/2015316631/E0Di4jUPp?from=page_1001062015316631_profile&wvr=6&mod=weibotime,4001576567394347,http://weibo.com/2750124563,黄锡哥,7月26日 19:47 ,"
            回复@Lion---Heart:那它会对地球有何影响 "
1b81c6be46b3b540870cb47934b5f956,http://weibo.com/2015316631/E0Di4jUPp?from=page_1001062015316631_profile&wvr=6&mod=weibotime,4001534491156173,http://weibo.com/2206139710,诸葛邱,7月26日 17:00 ,"
            /对粤西影响较为明显。珠三角亦可以有少少雨水降降温。/@广东天气: 今年第3号台风“银河”诞生~ "
1b81c6be46b3b540870cb47934b5f956,http://weibo.com/2015316631/E0Di4jUPp?from=page_1001062015316631_profile&wvr=6&mod=weibotime,4001532213522017,http://weibo.com/2466491380,Lion---Heart,7月26日 16:51 ,"
            回复@黄锡哥:温带气旋比 银河 大多了 "
1b81c6be46b3b540870cb47934b5f956,http://weibo.com/2015316631/E0Di4jUPp?from=page_1001062015316631_profile&wvr=6&mod=weibotime,4001526479732549,http://weibo.com/2807161610,灬乔巴超人,7月26日 16:28 ,"
            空调终于有2天休息 了 "
1b81c6be46b3b540870cb47934b5f956,http://weibo.com/2015316631/E0Di4jUPp?from=page_1001062015316631_profile&wvr=6&mod=weibotime,4001521802179873,http://weibo.com/2750124563,黄锡哥,7月26日 16:10 ,"
            那绿色的旋涡是什么， "
1b81c6be46b3b540870cb47934b5f956,http://weibo.com/2015316631/E0Di4jUPp?from=page_1001062015316631_profile&wvr=6&mod=weibotime,4001521034755596,http://weibo.com/5257574033,_符祥吉_,7月26日 16:07 ,"
            徐闻好像有～ "
1b81c6be46b3b540870cb47934b5f956,http://weibo.com/2015316631/E0Di4jUPp?from=page_1001062015316631_profile&wvr=6&mod=weibotime,4001520057738942,http://weibo.com/1779369651,LamicaAmico,7月26日 16:03 ,"
            赶紧来广州 "
1b81c6be46b3b540870cb47934b5f956,http://weibo.com/2015316631/E0Di4jUPp?from=page_1001062015316631_profile&wvr=6&mod=weibotime,4001519982348844,http://weibo.com/2754026943,Vv_Vanessa_vV,7月26日 16:02 ,"
            为什么我家这边还没下雨？！ "
1b81c6be46b3b540870cb47934b5f956,http://weibo.com/2015316631/E0Di4jUPp?from=page_1001062015316631_profile&wvr=6&mod=weibotime,4001519118334570,http://weibo.com/nanali0813,As_J,7月26日 15:59 ,"
            会来湛江吗 "
1b81c6be46b3b540870cb47934b5f956,http://weibo.com/2015316631/E0Di4jUPp?from=page_1001062015316631_profile&wvr=6&mod=weibotime,4001512000537034,http://weibo.com/2151557765,捞鸡嘚米,7月26日 15:31 ,"
            下鱼啦，，， "
1b81c6be46b3b540870cb47934b5f956,http://weibo.com/2015316631/E0Di4jUPp?from=page_1001062015316631_profile&wvr=6&mod=weibotime,4001511698562860,http://weibo.com/rcz080520825,拜仁慕尼梓,7月26日 15:29 ,"
            。。。。。。。。。。。。我还以为是上面那个绿色的漩涡。。。。 "
1b81c6be46b3b540870cb47934b5f956,http://weibo.com/2015316631/E0Di4jUPp?from=page_1001062015316631_profile&wvr=6&mod=weibotime,4001511618533845,http://weibo.com/1769457973,Fion--芳芳,7月26日 15:29 ,"
            广州也已感受到银河的热情了，随着一阵风来的是一盘雨，一盘啊啊，被浇得很清爽啊 "
1b81c6be46b3b540870cb47934b5f956,http://weibo.com/2015316631/E0Di4jUPp?from=page_1001062015316631_profile&wvr=6&mod=weibotime,4001511124108318,http://weibo.com/2791191635,无事也要常锻炼身体,7月26日 15:27 ,"
            度着假中途被台风赶跑了 //@广东天气:今年第3号台风“银河”诞生~ "
1b81c6be46b3b540870cb47934b5f956,http://weibo.com/2015316631/E0Di4jUPp?from=page_1001062015316631_profile&wvr=6&mod=weibotime,4001510633274915,http://weibo.com/1978577420,月下挑灯赏花的些事情,7月26日 15:25 ,"
            台风多雨季节！ "
1d90eb92588889020e17254f649baa8c,http://weibo.com/2015316631/DyPCr4THi?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3983086703736450,http://weibo.com/5793154772,不可战胜的歼十,6月5日 19:15 ,"
            端午节千万别下雨 "
1d90eb92588889020e17254f649baa8c,http://weibo.com/2015316631/DyPCr4THi?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3983052004502518,http://weibo.com/5864081973,不太懂会说话,6月5日 16:57 ,"
            下了一整天的雨 "
1d90eb92588889020e17254f649baa8c,http://weibo.com/2015316631/DyPCr4THi?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3983032732567093,http://weibo.com/3023038420,东莞关注,6月5日 15:41 ,"
            今天农历五月初一，整天的龙舟水！//@广东天气:看到这回波来势如此凶猛内心一抖，右手再一抖，把日子标错了，今天是5号~望大家见谅 "
1d90eb92588889020e17254f649baa8c,http://weibo.com/2015316631/DyPCr4THi?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3983029649754398,http://weibo.com/1829299334,潘美丽,6月5日 15:28 ,"
            我大揭阳有一次避过 "
1d90eb92588889020e17254f649baa8c,http://weibo.com/2015316631/DyPCr4THi?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3983022007006610,http://weibo.com/5477315750,幸福吾不改名行吧,6月5日 14:58 ,"
            左右一朵黑云果然是倾盆大雨了 "
1d90eb92588889020e17254f649baa8c,http://weibo.com/2015316631/DyPCr4THi?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3983019121722679,http://weibo.com/1511328103,MY煤油V,6月5日 14:47 ,"
            老板：小编你过来，明天可以放假了，明天下雨。 "
1d90eb92588889020e17254f649baa8c,http://weibo.com/2015316631/DyPCr4THi?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3983018403985289,http://weibo.com/zijieanye,暗夜zijie,6月5日 14:44 ,"
            想要下多几天 "
1d90eb92588889020e17254f649baa8c,http://weibo.com/2015316631/DyPCr4THi?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3983018324827488,http://weibo.com/5225694749,很6很6很6,6月5日 14:43 ,"
            幸好韶关没下。 "
1d90eb92588889020e17254f649baa8c,http://weibo.com/2015316631/DyPCr4THi?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3983017824928479,http://weibo.com/1355034284,小明纯一狼,6月5日 14:41 ,"
            开平表示天很黑，，雨要来了 "
1d90eb92588889020e17254f649baa8c,http://weibo.com/2015316631/DyPCr4THi?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3983017800561327,http://weibo.com/1840240870,kiss_sam昊昊,6月5日 14:41 ,"
            //@广东天气: 看到这回波来势如此凶猛内心一抖，右手再一抖，把日子标错了，今天是5号~望大家见谅 "
1d90eb92588889020e17254f649baa8c,http://weibo.com/2015316631/DyPCr4THi?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3983016239752037,http://weibo.com/hzdadan,PaulinhoII,6月5日 14:35 ,"
            什么时候到惠州惠州目前艳阳高照 "
1d90eb92588889020e17254f649baa8c,http://weibo.com/2015316631/DyPCr4THi?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3983016089421575,http://weibo.com/OOOZGF,曾广发ZGF,6月5日 14:34 ,"
            下吧 "
1e3fc21b9fc84f7315816784af59bd13,http://weibo.com/2015316631/E1D7StzAk?from=page_1001062015316631_profile&wvr=6&mod=weibotime,4003905802874574,http://weibo.com/2203917472,PP-唯美,8月2日 06:03 ,"
            江门这边风越来越大，下班该怎样回家 "
1e3fc21b9fc84f7315816784af59bd13,http://weibo.com/2015316631/E1D7StzAk?from=page_1001062015316631_profile&wvr=6&mod=weibotime,4003900573005492,http://weibo.com/5780227849,懒蓝蓝lua,8月2日 05:42 ,"
            汕尾从零点一直狂风暴雨不断，真是吓死宝宝 "
1e3fc21b9fc84f7315816784af59bd13,http://weibo.com/2015316631/E1D7StzAk?from=page_1001062015316631_profile&wvr=6&mod=weibotime,4003897217260038,http://weibo.com/3289434302,MickeyLitchi,8月2日 05:29 ,"
            辛苦小编，清远好大风了，被吹醒，东西都吹倒了。 "
1e3fc21b9fc84f7315816784af59bd13,http://weibo.com/2015316631/E1D7StzAk?from=page_1001062015316631_profile&wvr=6&mod=weibotime,4003895636767401,http://weibo.com/2757583307,比卡超用十万伏特zzz,8月2日 05:22 ,"
            什么时候这个台风会走啊 "
1e3fc21b9fc84f7315816784af59bd13,http://weibo.com/2015316631/E1D7StzAk?from=page_1001062015316631_profile&wvr=6&mod=weibotime,4003894877140661,http://weibo.com/yangyi051,白鹭上青天YY,8月2日 05:19 ,"
            啥时候到广州 "
1e3fc21b9fc84f7315816784af59bd13,http://weibo.com/2015316631/E1D7StzAk?from=page_1001062015316631_profile&wvr=6&mod=weibotime,4003894251997668,http://weibo.com/1801675905,只是只刺猬,8月2日 05:17 ,"
            辛苦了，珠海在下雨。 "
1e3fc21b9fc84f7315816784af59bd13,http://weibo.com/2015316631/E1D7StzAk?from=page_1001062015316631_profile&wvr=6&mod=weibotime,4003890955427401,http://weibo.com/2780762104,泺泺咕噜,8月2日 05:04 ,"
            东莞樟木头还是很大风大雨。。好怕。。赶紧走吧 "
1e3fc21b9fc84f7315816784af59bd13,http://weibo.com/2015316631/E1D7StzAk?from=page_1001062015316631_profile&wvr=6&mod=weibotime,4003890732969436,http://weibo.com/2548270812,凉子叫呀sue,8月2日 05:03 ,"
            广州白云区表示风力挺强大的，最起码一直睡不着 "
1e3fc21b9fc84f7315816784af59bd13,http://weibo.com/2015316631/E1D7StzAk?from=page_1001062015316631_profile&wvr=6&mod=weibotime,4003889596853514,http://weibo.com/1673434263,用户ldicy2ty6q,8月2日 04:58 ,"
            回复@starplm:集中在你家中。 "
1e3fc21b9fc84f7315816784af59bd13,http://weibo.com/2015316631/E1D7StzAk?from=page_1001062015316631_profile&wvr=6&mod=weibotime,4003889336531537,http://weibo.com/2036997712,我叫yao,8月2日 04:57 ,"
            风眼在广州吗 "
1e3fc21b9fc84f7315816784af59bd13,http://weibo.com/2015316631/E1D7StzAk?from=page_1001062015316631_profile&wvr=6&mod=weibotime,4003888699305635,http://weibo.com/2696969900,关西四知_yoson,8月2日 04:55 ,"
            深圳龙华表示风平浪静 "
1e3fc21b9fc84f7315816784af59bd13,http://weibo.com/2015316631/E1D7StzAk?from=page_1001062015316631_profile&wvr=6&mod=weibotime,4003888178493453,http://weibo.com/3176386835,郑慕尧,8月2日 04:53 ,"
            亚索快放风墙。 "
1e3fc21b9fc84f7315816784af59bd13,http://weibo.com/2015316631/E1D7StzAk?from=page_1001062015316631_profile&wvr=6&mod=weibotime,4003888115231934,http://weibo.com/1862185315,阳光下的宁静-,8月2日 04:52 ,"
            对东莞没什么影响了吧 "
1e3fc21b9fc84f7315816784af59bd13,http://weibo.com/2015316631/E1D7StzAk?from=page_1001062015316631_profile&wvr=6&mod=weibotime,4003887792942119,http://weibo.com/5868735159,starplm,8月2日 04:51 ,"
            让暴风雨来得更猛烈些吧…… "
1e3fc21b9fc84f7315816784af59bd13,http://weibo.com/2015316631/E1D7StzAk?from=page_1001062015316631_profile&wvr=6&mod=weibotime,4003887771809166,http://weibo.com/sqgcyz,Billy仔-俊标,8月2日 04:51 ,"
            好！台风了，希望散掉 "
1e3fc21b9fc84f7315816784af59bd13,http://weibo.com/2015316631/E1D7StzAk?from=page_1001062015316631_profile&wvr=6&mod=weibotime,4003887742599010,http://weibo.com/2706831072,远走时光2015,8月2日 04:51 ,"
            所以这是风力在减弱的意思吗？ "
1e4461b2946aa2f31b3d7c668b7f8a14,http://weibo.com/2015316631/DEWr5ut3P?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3997681996601388,http://weibo.com/5718698690,zl1019h,7月16日 01:52 ,"
            龙溪那边，放学车上看到，六月三号下午六点多 "
1e4461b2946aa2f31b3d7c668b7f8a14,http://weibo.com/2015316631/DEWr5ut3P?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3997615336876230,http://weibo.com/2617212144,正义的化身biu,7月15日 21:27 ,"
            之前在学校也见过一次 "
1e4461b2946aa2f31b3d7c668b7f8a14,http://weibo.com/2015316631/DEWr5ut3P?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3997600363506604,http://weibo.com/1840240870,kiss_sam昊昊,7月15日 20:27 ,"
             //@广东天气:广州彩虹 惠州五彩云 还有谁看见了？ "
1e4461b2946aa2f31b3d7c668b7f8a14,http://weibo.com/2015316631/DEWr5ut3P?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3997590079610307,http://weibo.com/7kwai,LyKwai,7月15日 19:46 ,"
            今天我也看到了 无奈前面是军事禁区 不能拍照…… "
1e4461b2946aa2f31b3d7c668b7f8a14,http://weibo.com/2015316631/DEWr5ut3P?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3997588774724276,http://weibo.com/1782643720,一根稻草爱阳光,7月15日 19:41 ,"
            在湛江看得太多见惯不怪 "
1e4461b2946aa2f31b3d7c668b7f8a14,http://weibo.com/2015316631/DEWr5ut3P?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3997585938751910,http://weibo.com/3799098773,悄声无息_浮镜,7月15日 19:30 ,"
            回复@精神病院取药二号窗:soga……我大亚湾的 "
1e4461b2946aa2f31b3d7c668b7f8a14,http://weibo.com/2015316631/DEWr5ut3P?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3997585851220725,http://weibo.com/5440215606,平底锅君,7月15日 19:30 ,"
            回复@悄声无息_浮镜:博罗这边的 "
1e4461b2946aa2f31b3d7c668b7f8a14,http://weibo.com/2015316631/DEWr5ut3P?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3997585197008110,http://weibo.com/gdweather,广东天气,7月15日 19:27 ,"
            回复@精神病院取药二号窗:亲 你的名字吓到我了。。 "
1e4461b2946aa2f31b3d7c668b7f8a14,http://weibo.com/2015316631/DEWr5ut3P?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3997585163347516,http://weibo.com/3123181627,翔橙小傲娇,7月15日 19:27 ,"
            @阿姨我就是李宇春 看见没有//@广东天气:广州彩虹 惠州五彩云 还有谁看见了？ "
1e4461b2946aa2f31b3d7c668b7f8a14,http://weibo.com/2015316631/DEWr5ut3P?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3997584827412357,http://weibo.com/gdweather,广东天气,7月15日 19:25 ,"
            回复@我系阿尔法欧米伽:亲这张也好漂亮呢~ "
1e4461b2946aa2f31b3d7c668b7f8a14,http://weibo.com/2015316631/DEWr5ut3P?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3997581904858039,http://weibo.com/melodylyx,我系阿尔法欧米伽,7月15日 19:14 ,"
            33看见了  "
1e4461b2946aa2f31b3d7c668b7f8a14,http://weibo.com/2015316631/DEWr5ut3P?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3997579043811201,http://weibo.com/3799098773,悄声无息_浮镜,7月15日 19:02 ,"
            回复@精神病院取药二号窗:请问妹子在惠州哪里qwq同在惠州却看不到内心一口血qwq "
1e4461b2946aa2f31b3d7c668b7f8a14,http://weibo.com/2015316631/DEWr5ut3P?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3997578637194486,http://weibo.com/5440215606,平底锅君,7月15日 19:01 ,"
            我(｡･ω･｡)ﾉ♡  "
1e8794c70cf73196449036ee7e573727,http://weibo.com/2015316631/DFla0DiHT?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3998528876973987,http://weibo.com/huidabbs,i果条卷,7月18日 09:57 ,"
            颜值高就算了，还要颜值那么低的 "
1e8794c70cf73196449036ee7e573727,http://weibo.com/2015316631/DFla0DiHT?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3998529032343140,http://weibo.com/stentcn,转身的错过,7月18日 09:57 ,"
            蚊子不叮智障的血 "
1e8794c70cf73196449036ee7e573727,http://weibo.com/2015316631/DFla0DiHT?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3998542588950168,http://weibo.com/1751568662,瘦了的样,7月18日 10:51 ,"
            不作会死，作为一个清远人，我都觉得无语了！ "
1e8794c70cf73196449036ee7e573727,http://weibo.com/2015316631/DFla0DiHT?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3998540260394463,http://weibo.com/2375135734,我就是金梅同学,7月18日 10:42 ,"
            作为广东人想说。。山里不仅凉爽，还有各种蚊子。。。各种爬行动物。。。 "
1e8794c70cf73196449036ee7e573727,http://weibo.com/2015316631/DFla0DiHT?from=page_1001062015316631_profile&wvr=6&mod=weibotime,4001082264534289,http://weibo.com/1812207341,世散抽,7月25日 11:03 ,"
            有病 "
1e8794c70cf73196449036ee7e573727,http://weibo.com/2015316631/DFla0DiHT?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3999953577939380,http://weibo.com/2089142095,风筝与风19,7月22日 08:18 ,"
            疯了 "
1e8794c70cf73196449036ee7e573727,http://weibo.com/2015316631/DFla0DiHT?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3998619978110052,http://weibo.com/2750124563,黄锡哥,7月18日 15:59 ,"
            他们什么时候跑出来的 "
1e8794c70cf73196449036ee7e573727,http://weibo.com/2015316631/DFla0DiHT?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3998616463493815,http://weibo.com/dongyuankong,肝胆--相照,7月18日 15:45 ,"
            弱智+炒作 "
1e8794c70cf73196449036ee7e573727,http://weibo.com/2015316631/DFla0DiHT?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3998593977155895,http://weibo.com/2043349785,MXM2018,7月18日 14:15 ,"
            @大家好我是袁耀 "
1e8794c70cf73196449036ee7e573727,http://weibo.com/2015316631/DFla0DiHT?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3998550667456770,http://weibo.com/1717994814,江山如此多蚊,7月18日 11:23 ,"
            白痴！提倡健康的生活却用如此不健康的方式。 "
1e8794c70cf73196449036ee7e573727,http://weibo.com/2015316631/DFla0DiHT?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3998542588950168,http://weibo.com/1751568662,瘦了的样,7月18日 10:51 ,"
            不作会死，作为一个清远人，我都觉得无语了！ "
1e8794c70cf73196449036ee7e573727,http://weibo.com/2015316631/DFla0DiHT?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3998540260394463,http://weibo.com/2375135734,我就是金梅同学,7月18日 10:42 ,"
            作为广东人想说。。山里不仅凉爽，还有各种蚊子。。。各种爬行动物。。。 "
1e8794c70cf73196449036ee7e573727,http://weibo.com/2015316631/DFla0DiHT?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3998539028142212,http://weibo.com/1673434263,用户ldicy2ty6q,7月18日 10:37 ,"
            病得不轻，该吃药了。 "
1e8794c70cf73196449036ee7e573727,http://weibo.com/2015316631/DFla0DiHT?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3998538075053593,http://weibo.com/2548311587,食_不可无肉,7月18日 10:33 ,"
            目瞪锁嘿 "
1e8794c70cf73196449036ee7e573727,http://weibo.com/2015316631/DFla0DiHT?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3998537996093986,http://weibo.com/2113616474,喂你的头好大,7月18日 10:33 ,"
            傻 "
1e8794c70cf73196449036ee7e573727,http://weibo.com/2015316631/DFla0DiHT?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3998537647751688,http://weibo.com/2056444370,人肉寿司,7月18日 10:32 ,"
            回复@综合化:参加的不一定是广东人吧 "
1e8794c70cf73196449036ee7e573727,http://weibo.com/2015316631/DFla0DiHT?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3998537362434903,http://weibo.com/2056444370,人肉寿司,7月18日 10:30 ,"
            不知所谓，主题很冠冕堂皇，实际就是烂大街的秀 "
1e8794c70cf73196449036ee7e573727,http://weibo.com/2015316631/DFla0DiHT?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3998536493776483,http://weibo.com/3371509950,羅林炎,7月18日 10:27 ,"
            四不四傻，顺便告诉你们竹林的蚊子很多的，而且还很凶，叮人很疼的 "
1e8794c70cf73196449036ee7e573727,http://weibo.com/2015316631/DFla0DiHT?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3998535617434347,http://weibo.com/2615372672,华散人,7月18日 10:24 ,"
            作秀！鄙视 "
1e8794c70cf73196449036ee7e573727,http://weibo.com/2015316631/DFla0DiHT?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3998535366111711,http://weibo.com/2597271643,肥仔达哥,7月18日 10:23 ,"
            神经病 "
1e8794c70cf73196449036ee7e573727,http://weibo.com/2015316631/DFla0DiHT?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3998534992452818,http://weibo.com/2640062893,今日睇世界,7月18日 10:21 ,"
            附近医院又有生意做了，这群傻瓜？ "
1e8794c70cf73196449036ee7e573727,http://weibo.com/2015316631/DFla0DiHT?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3998534875257919,http://weibo.com/1740531807,幽怨的深海人鱼,7月18日 10:21 ,"
            回复@盾牌保险柜:你都不看科普的，蚊子愛咬誰跟血型沒關係 "
1e8794c70cf73196449036ee7e573727,http://weibo.com/2015316631/DFla0DiHT?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3998534598352836,http://weibo.com/1740531807,幽怨的深海人鱼,7月18日 10:20 ,"
            回复@综合化:廣東人很多吃辣椒的 "
1e8794c70cf73196449036ee7e573727,http://weibo.com/2015316631/DFla0DiHT?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3998533000009298,http://weibo.com/1653445551,综合化,7月18日 10:13 ,"
            广东人吃辣椒？假得无法再假。 "
2046031bc6d8f23eba10d25af8562ca8,http://weibo.com/2015316631/DuZyqwT2b?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3973921944165352,http://weibo.com/3123424785,仁哋佬恭,5月11日 12:18 ,"
            这逼装得很成功 "
2046031bc6d8f23eba10d25af8562ca8,http://weibo.com/2015316631/DuZyqwT2b?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3973878948936064,http://weibo.com/gdweather,广东天气,5月11日 09:27 ,"
            回复@米牛夕鹿: 又有点假椰子 "
2046031bc6d8f23eba10d25af8562ca8,http://weibo.com/2015316631/DuZyqwT2b?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3973877518807694,http://weibo.com/3921709958,米牛夕鹿,5月11日 09:21 ,"
            高高的假槟榔耶 "
2046031bc6d8f23eba10d25af8562ca8,http://weibo.com/2015316631/DuZyqwT2b?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3973876255598527,http://weibo.com/hkqx,海口市气象台,5月11日 09:16 ,"
            椰子树耶 "
2046031bc6d8f23eba10d25af8562ca8,http://weibo.com/2015316631/DuZyqwT2b?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3973874934561547,http://weibo.com/streblus,streblus,5月11日 09:11 ,"
            这样的，在湛江很多啊 "
2046031bc6d8f23eba10d25af8562ca8,http://weibo.com/2015316631/DuZyqwT2b?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3973870850039134,http://weibo.com/tmac1anji,OOOOOQAQ,5月11日 08:55 ,"
            今天早上竟然有秋天的感觉。。。 "
2046031bc6d8f23eba10d25af8562ca8,http://weibo.com/2015316631/DuZyqwT2b?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3973870258698794,http://weibo.com/2180601364,小镇里的Story,5月11日 08:52 ,"
            这时候的夏威夷马尔代夫差不多 "
2046031bc6d8f23eba10d25af8562ca8,http://weibo.com/2015316631/DuZyqwT2b?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3973869428104992,http://weibo.com/gdweather,广东天气,5月11日 08:49 ,"
            回复@Sofia的泪: "
2046031bc6d8f23eba10d25af8562ca8,http://weibo.com/2015316631/DuZyqwT2b?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3973868450932728,http://weibo.com/lyumay,Sofia的泪,5月11日 08:45 ,"
            其实这是广州蓝， "
2046031bc6d8f23eba10d25af8562ca8,http://weibo.com/2015316631/DuZyqwT2b?from=page_1001062015316631_profile&wvr=6&mod=weibotime,3973866949059019,http://weibo.com/1688859414,的确良996,5月11日 08:39 ,"
            小编 我汕头 天乌乌 "
2082c398f2f1c533faa2af6bf4fca8e2,http://weibo.com/2015316631/E15i0hNqM?from=page_1001062015316631_profile&wvr=6&mod=weibotime,4002611579049647,http://weibo.com/3313511384,中戏Strive,7月29日 16:20 ,"
            此时普宁狂风暴雨来袭 "
2082c398f2f1c533faa2af6bf4fca8e2,http://weibo.com/2015316631/E15i0hNqM?from=page_1001062015316631_profile&wvr=6&mod=weibotime,4002596031206370,http://weibo.com/2091641237,小胖同学-,7月29日 15:18 ,"
            揭阳下暴雨了 "
2082c398f2f1c533faa2af6bf4fca8e2,http://weibo.com/2015316631/E15i0hNqM?from=page_1001062015316631_profile&wvr=6&mod=weibotime,4002644890551076,http://weibo.com/3101389057,VVVVVVB0,7月29日 18:32 ,"
            哈哈哈，此时此刻已凉 "
2082c398f2f1c533faa2af6bf4fca8e2,http://weibo.com/2015316631/E15i0hNqM?from=page_1001062015316631_profile&wvr=6&mod=weibotime,4002622953784774,http://weibo.com/2962558393,zhz500,7月29日 17:05 ,"
            普宁终于下雨了 "
2082c398f2f1c533faa2af6bf4fca8e2,http://weibo.com/2015316631/E15i0hNqM?from=page_1001062015316631_profile&wvr=6&mod=weibotime,4002621197414227,http://weibo.com/0candyrain,cr-linlin,7月29日 16:58 ,"
            普宁下雨了。。。 "
